ID	DOMES	Date	B	L	Helips	Hnorm	ZTD	mZTD	GradN	GradE	mGradN	mGradE
MYSZ	12275M001	2020-07-08 17:00:00.0	53.38653	21.34358	169.301	139.436	2,399.2	1.1	-0.48	1.07	0.14	0.16
MYSZ	12275M001	2020-07-08 17:30:00.0	53.38653	21.34358	169.301	139.436	2,382.8	1.1	0.04	1.31	0.13	0.15
MYSZ	12275M001	2020-07-08 18:00:00.0	53.38653	21.34358	169.305	139.44	2,391.4	1.1	-0.09	-0.39	0.17	0.16
MYSZ	12275M001	2020-07-08 18:30:00.0	53.38653	21.34358	169.305	139.44	2,401.7	1.1	-0.06	-1.29	0.16	0.15
NODW	12276M001	2020-07-08 08:30:00.0	52.43108	20.71058	125.698	94.461	2,415	1	-1.94	1.11	0.11	0.12
NODW	12276M001	2020-07-08 09:00:00.0	52.43108	20.71058	125.697	94.46	2,410	1.2	-1.41	0.68	0.14	0.15
NODW	12276M001	2020-07-08 09:30:00.0	52.43108	20.71058	125.697	94.46	2,412.3	1.2	-1.05	0.38	0.16	0.15
NODW	12276M001	2020-07-08 10:00:00.0	52.43108	20.71058	125.696	94.459	2,417.6	1	-1.26	0.45	0.13	0.15
NODW	12276M001	2020-07-08 10:30:00.0	52.43108	20.71058	125.696	94.459	2,419.1	1.3	-1.29	0.13	0.15	0.18
NODW	12276M001	2020-07-08 11:00:00.0	52.43108	20.71058	125.692	94.455	2,424.1	1.2	-0.03	-0.04	0.22	0.14
NODW	12276M001	2020-07-08 11:30:00.0	52.43108	20.71058	125.692	94.455	2,422.6	1.5	-1.26	-0.27	0.26	0.21
NODW	12276M001	2020-07-08 12:00:00.0	52.43108	20.71058	125.689	94.452	2,414.5	1.2	-2.37	-0.05	0.15	0.14
NODW	12276M001	2020-07-08 12:30:00.0	52.43108	20.71058	125.689	94.452	2,410.9	1.1	-2.64	0.17	0.13	0.14
NODW	12276M001	2020-07-08 13:00:00.0	52.43108	20.71058	125.692	94.455	2,410.2	1	-2.99	0.01	0.12	0.13
NODW	12276M001	2020-07-08 13:30:00.0	52.43108	20.71058	125.692	94.455	2,405.7	1.1	-2.22	0.1	0.15	0.18
NODW	12276M001	2020-07-08 14:00:00.0	52.43108	20.71058	125.69	94.453	2,403.7	1.1	-1.77	0.4	0.16	0.14
NODW	12276M001	2020-07-08 14:30:00.0	52.43108	20.71058	125.69	94.453	2,400.4	1.2	-1.19	0.45	0.2	0.17
NODW	12276M001	2020-07-08 15:00:00.0	52.43108	20.71058	125.69	94.453	2,402.4	1.1	-1.45	0.31	0.13	0.12
NODW	12276M001	2020-07-08 15:30:00.0	52.43108	20.71058	125.69	94.453	2,404.4	1.1	-1.4	0.35	0.13	0.13
NODW	12276M001	2020-07-08 16:00:00.0	52.43108	20.71058	125.692	94.455	2,399.5	0.9	-1.06	0.01	0.1	0.12
NODW	12276M001	2020-07-08 16:30:00.0	52.43108	20.71058	125.692	94.455	2,401.7	1.1	-1.17	0.49	0.14	0.21
NODW	12276M001	2020-07-08 17:00:00.0	52.43108	20.71058	125.694	94.457	2,402.1	1.1	-1.13	0.25	0.15	0.16
NODW	12276M001	2020-07-08 17:30:00.0	52.43108	20.71058	125.694	94.457	2,402.2	1	-1.37	0	0.13	0.16
NODW	12276M001	2020-07-08 18:00:00.0	52.43108	20.71058	125.697	94.46	2,408.5	1	-1.05	-0.55	0.15	0.13
NODW	12276M001	2020-07-08 18:30:00.0	52.43108	20.71058	125.697	94.46	2,407.8	1	-1.75	0.21	0.14	0.13
NTML	12277M001	2020-07-08 08:30:00.0	52.32081	16.11803	126.628	89.821	2,419.4	1.2	-1.7	0	0.14	0.17
NTML	12277M001	2020-07-08 09:00:00.0	52.32081	16.11803	126.626	89.819	2,421.6	1.1	-2.31	-0.58	0.15	0.16
NTML	12277M001	2020-07-08 09:30:00.0	52.32081	16.11803	126.626	89.819	2,421.4	1.2	-2.76	-0.17	0.16	0.16
NTML	12277M001	2020-07-08 10:00:00.0	52.32081	16.11803	126.62	89.813	2,426.6	1	-2.19	-0.53	0.13	0.15
NTML	12277M001	2020-07-08 10:30:00.0	52.32081	16.11803	126.62	89.813	2,423.1	1.2	-1.87	-0.61	0.17	0.15
NTML	12277M001	2020-07-08 11:00:00.0	52.32081	16.11803	126.62	89.813	2,425.4	1.2	-1.25	-0.75	0.22	0.14
NTML	12277M001	2020-07-08 11:30:00.0	52.32081	16.11803	126.62	89.813	2,424	1.6	-0.82	0.54	0.27	0.23
NTML	12277M001	2020-07-08 12:00:00.0	52.32081	16.11803	126.629	89.822	2,417.5	1.4	-1.14	0.02	0.19	0.18
NTML	12277M001	2020-07-08 12:30:00.0	52.32081	16.11803	126.629	89.822	2,417.3	1.4	-1.21	-0.15	0.2	0.2
NTML	12277M001	2020-07-08 13:00:00.0	52.32081	16.11803	126.623	89.816	2,422.3	1.1	-1.37	-0.18	0.13	0.16
NTML	12277M001	2020-07-08 13:30:00.0	52.32081	16.11803	126.623	89.816	2,415.6	1.4	-1.73	-0.02	0.22	0.24
NTML	12277M001	2020-07-08 14:00:00.0	52.32081	16.11803	126.619	89.812	2,422.3	1.2	-2.09	-1.08	0.18	0.17
NTML	12277M001	2020-07-08 14:30:00.0	52.32081	16.11803	126.619	89.812	2,426.2	1.4	-3.03	-0.83	0.23	0.21
NTML	12277M001	2020-07-08 15:00:00.0	52.32081	16.11803	126.62	89.813	2,427.6	1.4	-2	-0.5	0.2	0.18
NTML	12277M001	2020-07-08 15:30:00.0	52.32081	16.11803	126.62	89.813	2,426.9	1.5	-1.28	-0.46	0.22	0.2
NTML	12277M001	2020-07-08 16:00:00.0	52.32081	16.11803	126.62	89.813	2,428.1	1.1	-1.25	-0.22	0.15	0.15
NTML	12277M001	2020-07-08 16:30:00.0	52.32081	16.11803	126.62	89.813	2,428	1.2	-1.54	-0.02	0.19	0.19
NTML	12277M001	2020-07-08 17:00:00.0	52.32081	16.11803	126.621	89.814	2,420.8	1.3	-1.44	-0.03	0.18	0.19
NTML	12277M001	2020-07-08 17:30:00.0	52.32081	16.11803	126.621	89.814	2,415.8	1.4	-1.36	0.42	0.2	0.23
NTML	12277M001	2020-07-08 18:00:00.0	52.32081	16.11803	126.618	89.811	2,420.1	1.2	-0.61	-0.52	0.18	0.18
NTML	12277M001	2020-07-08 18:30:00.0	52.32081	16.11803	126.618	89.811	2,418	1.2	-0.84	0.18	0.16	0.18
NWSA	NDNT-NWSA	2020-07-08 08:30:00.0	49.63017	20.70711	338.702	299.642	2,373.3	1.2	-0.55	-0.57	0.15	0.15
NWSA	NDNT-NWSA	2020-07-08 09:00:00.0	49.63017	20.70711	338.698	299.638	2,379.4	1.3	0.31	0.12	0.15	0.16
NWSA	NDNT-NWSA	2020-07-08 09:30:00.0	49.63017	20.70711	338.698	299.638	2,379.8	1.3	0.04	0.39	0.16	0.16
NWSA	NDNT-NWSA	2020-07-08 10:00:00.0	49.63017	20.70711	338.697	299.637	2,381.5	1.1	-0.13	-0.04	0.13	0.15
NWSA	NDNT-NWSA	2020-07-08 10:30:00.0	49.63017	20.70711	338.697	299.637	2,381.6	1.5	0.41	-0.06	0.23	0.21
NWSA	NDNT-NWSA	2020-07-08 11:00:00.0	49.63017	20.70711	338.697	299.637	2,381.5	1.9	-0.07	-0.09	0.3	0.24
NWSA	NDNT-NWSA	2020-07-08 11:30:00.0	49.63017	20.70711	338.697	299.637	2,384	2.6	0.28	-0.56	0.38	0.31
NWSA	NDNT-NWSA	2020-07-08 12:00:00.0	49.63017	20.70711	338.7	299.64	2,376.9	1.5	-0.1	-0.69	0.23	0.17
NWSA	NDNT-NWSA	2020-07-08 12:30:00.0	49.63017	20.70711	338.7	299.64	2,384.4	1.3	-0.19	-1.32	0.16	0.19
NWSA	NDNT-NWSA	2020-07-08 13:00:00.0	49.63017	20.70711	338.704	299.644	2,381.9	1.2	-0.41	-0.89	0.18	0.16
NWSA	NDNT-NWSA	2020-07-08 13:30:00.0	49.63017	20.70711	338.704	299.644	2,379.7	1.4	-0.32	-0.66	0.2	0.24
NWSA	NDNT-NWSA	2020-07-08 14:00:00.0	49.63017	20.70711	338.707	299.647	2,385.8	1.3	-0.66	-0.34	0.18	0.18
NWSA	NDNT-NWSA	2020-07-08 14:30:00.0	49.63017	20.70711	338.707	299.647	2,382.5	1.6	-0.68	0.36	0.26	0.23
NWSA	NDNT-NWSA	2020-07-08 15:00:00.0	49.63017	20.70711	338.707	299.647	2,394.8	1.3	0.09	0.32	0.17	0.16
NWSA	NDNT-NWSA	2020-07-08 15:30:00.0	49.63017	20.70711	338.707	299.647	2,397.1	1.2	0.36	0.25	0.14	0.14
NWSA	NDNT-NWSA	2020-07-08 16:00:00.0	49.63017	20.70711	338.712	299.652	2,395.1	1.1	-0.53	0.37	0.12	0.12
NWSA	NDNT-NWSA	2020-07-08 16:30:00.0	49.63017	20.70711	338.712	299.652	2,396.7	1.2	-0.41	0.74	0.15	0.2
NWSA	NDNT-NWSA	2020-07-08 17:00:00.0	49.63017	20.70711	338.713	299.653	2,407.2	1.1	-0.51	-0.36	0.16	0.16
NWSA	NDNT-NWSA	2020-07-08 17:30:00.0	49.63017	20.70711	338.713	299.653	2,409.6	1.1	-0.49	-0.47	0.13	0.16
NWSA	NDNT-NWSA	2020-07-08 18:00:00.0	49.63017	20.70711	338.711	299.651	2,416.4	1.2	-0.75	-0.25	0.16	0.15
NWSA	NDNT-NWSA	2020-07-08 18:30:00.0	49.63017	20.70711	338.711	299.651	2,419.7	1.3	-1.07	-0.73	0.17	0.16
NWSC	12231M001	2020-07-08 08:30:00.0	49.61844	20.69003	334.762	295.609	2,370.6	1.2	-0.71	-0.57	0.16	0.16
NWSC	12231M001	2020-07-08 09:00:00.0	49.61844	20.69003	334.76	295.607	2,376.8	1.3	-0.14	-0.35	0.15	0.17
NWSC	12231M001	2020-07-08 09:30:00.0	49.61844	20.69003	334.76	295.607	2,379.3	1.3	-0.43	0.54	0.17	0.16
NWSC	12231M001	2020-07-08 10:00:00.0	49.61844	20.69003	334.753	295.6	2,380.8	1.1	0.1	0.46	0.13	0.15
NWSC	12231M001	2020-07-08 10:30:00.0	49.61844	20.69003	334.753	295.6	2,376.8	1.6	-0.25	0.21	0.23	0.21
NWSC	12231M001	2020-07-08 11:00:00.0	49.61844	20.69003	334.751	295.598	2,379.9	1.9	-0.43	-0.27	0.3	0.24
NWSC	12231M001	2020-07-08 11:30:00.0	49.61844	20.69003	334.751	295.598	2,376.7	2.6	-0.32	-0.36	0.38	0.32
NWSC	12231M001	2020-07-08 12:00:00.0	49.61844	20.69003	334.752	295.599	2,379.9	1.5	0.09	-0.32	0.23	0.18
NWSC	12231M001	2020-07-08 12:30:00.0	49.61844	20.69003	334.752	295.599	2,381.6	1.4	-0.08	-1.36	0.18	0.2
NWSC	12231M001	2020-07-08 13:00:00.0	49.61844	20.69003	334.752	295.599	2,380.6	1.3	-0.87	-1.16	0.2	0.16
NWSC	12231M001	2020-07-08 13:30:00.0	49.61844	20.69003	334.752	295.599	2,379.8	1.5	-0.83	-0.93	0.23	0.25
NWSC	12231M001	2020-07-08 14:00:00.0	49.61844	20.69003	334.75	295.597	2,387.5	1.3	0.14	-0.19	0.19	0.19
NWSC	12231M001	2020-07-08 14:30:00.0	49.61844	20.69003	334.75	295.597	2,390.7	1.6	0.14	-0.26	0.26	0.23
NWSC	12231M001	2020-07-08 15:00:00.0	49.61844	20.69003	334.747	295.594	2,396.9	1.3	0.41	-0.11	0.17	0.16
NWSC	12231M001	2020-07-08 15:30:00.0	49.61844	20.69003	334.747	295.594	2,393.2	1.2	-0.15	0.16	0.14	0.14
NWSC	12231M001	2020-07-08 16:00:00.0	49.61844	20.69003	334.751	295.598	2,395.2	1.1	-0.35	0.16	0.13	0.13
NWSC	12231M001	2020-07-08 16:30:00.0	49.61844	20.69003	334.751	295.598	2,393.6	1.2	-0.84	0.58	0.15	0.2
NWSC	12231M001	2020-07-08 17:00:00.0	49.61844	20.69003	334.756	295.603	2,408.1	1.1	-0.74	-0.15	0.16	0.17
NWSC	12231M001	2020-07-08 17:30:00.0	49.61844	20.69003	334.756	295.603	2,406.1	1.1	-1.34	0.32	0.13	0.17
NWSC	12231M001	2020-07-08 18:00:00.0	49.61844	20.69003	334.748	295.595	2,410.8	1.3	0.6	0.17	0.18	0.19
NWSC	12231M001	2020-07-08 18:30:00.0	49.61844	20.69003	334.748	295.595	2,415.1	1.3	0.1	-0.22	0.18	0.18
NWT1	12232M002	2020-07-08 08:30:00.0	49.47819	20.03444	654.916	613.66	2,281.3	1.3	0.89	-0.67	0.14	0.17
NWT1	12232M002	2020-07-08 09:00:00.0	49.47819	20.03444	654.908	613.652	2,288.4	1.3	-0.2	-0.68	0.16	0.17
NWT1	12232M002	2020-07-08 09:30:00.0	49.47819	20.03444	654.908	613.652	2,288.6	1.3	0	-0.32	0.17	0.17
NWT1	12232M002	2020-07-08 10:00:00.0	49.47819	20.03444	654.918	613.662	2,291.5	1.2	-0.84	-1.25	0.14	0.18
NWT1	12232M002	2020-07-08 10:30:00.0	49.47819	20.03444	654.918	613.662	2,297.2	1.6	-0.07	-1.67	0.21	0.23
NWT1	12232M002	2020-07-08 11:00:00.0	49.47819	20.03444	654.929	613.673	2,290.3	1.3	-1.05	-0.21	0.22	0.15
NWT1	12232M002	2020-07-08 11:30:00.0	49.47819	20.03444	654.929	613.673	2,284.4	1.6	-1.01	0.21	0.29	0.22
NWT1	12232M002	2020-07-08 12:00:00.0	49.47819	20.03444	654.925	613.669	2,290.1	1.3	-1.2	0.25	0.19	0.16
NWT1	12232M002	2020-07-08 12:30:00.0	49.47819	20.03444	654.925	613.669	2,285.3	1.2	-1.34	1.48	0.15	0.18
NWT1	12232M002	2020-07-08 13:00:00.0	49.47819	20.03444	654.923	613.667	2,291.9	1.1	-0.86	-0.38	0.15	0.13
NWT1	12232M002	2020-07-08 13:30:00.0	49.47819	20.03444	654.923	613.667	2,296.6	1.2	-0.75	-0.34	0.17	0.2
NWT1	12232M002	2020-07-08 14:00:00.0	49.47819	20.03444	654.924	613.668	2,295.8	1.3	-0.75	-0.14	0.18	0.19
NWT1	12232M002	2020-07-08 14:30:00.0	49.47819	20.03444	654.924	613.668	2,303.8	1.7	-1.53	-0.45	0.24	0.25
NWT1	12232M002	2020-07-08 15:00:00.0	49.47819	20.03444	654.923	613.667	2,306	1.4	-1.37	-0.92	0.19	0.18
NWT1	12232M002	2020-07-08 15:30:00.0	49.47819	20.03444	654.923	613.667	2,304.9	1.4	-1.26	-0.8	0.17	0.17
NWT1	12232M002	2020-07-08 16:00:00.0	49.47819	20.03444	654.918	613.662	2,304.8	1.3	-0.41	-0.38	0.17	0.18
NWT1	12232M002	2020-07-08 16:30:00.0	49.47819	20.03444	654.918	613.662	2,307	1.6	-0.42	0	0.2	0.26
NWT1	12232M002	2020-07-08 17:00:00.0	49.47819	20.03444	654.919	613.663	2,315.5	1.2	-1.31	-0.26	0.17	0.19
NWT1	12232M002	2020-07-08 17:30:00.0	49.47819	20.03444	654.919	613.663	2,312.1	1.2	-1.21	-0.21	0.15	0.2
NWT1	12232M002	2020-07-08 18:00:00.0	49.47819	20.03444	654.924	613.668	2,317.1	1.5	-1.06	-0.96	0.19	0.23
NWT1	12232M002	2020-07-08 18:30:00.0	49.47819	20.03444	654.924	613.668	2,320.7	1.6	-0.92	-0.88	0.23	0.22
NYSA	12278M001	2020-07-08 08:30:00.0	50.47769	17.33375	250.607	208.677	2,407.1	1.7	-0.85	-0.57	0.17	0.27
NYSA	12278M001	2020-07-08 09:00:00.0	50.47769	17.33375	250.6	208.67	2,405.4	1.8	-1.21	0.07	0.25	0.26
NYSA	12278M001	2020-07-08 09:30:00.0	50.47769	17.33375	250.6	208.67	2,408.1	1.6	-1.17	-0.05	0.24	0.22
NYSA	12278M001	2020-07-08 10:00:00.0	50.47769	17.33375	250.602	208.672	2,416.4	1.4	-1.08	-0.27	0.17	0.2
NYSA	12278M001	2020-07-08 10:30:00.0	50.47769	17.33375	250.602	208.672	2,420.2	1.8	-0.87	-0.31	0.25	0.25
NYSA	12278M001	2020-07-08 11:00:00.0	50.47769	17.33375	250.608	208.678	2,423.5	1.7	-1.57	-0.86	0.27	0.18
NYSA	12278M001	2020-07-08 11:30:00.0	50.47769	17.33375	250.608	208.678	2,422.1	1.9	-1.49	-0.75	0.32	0.26
NYSA	12278M001	2020-07-08 12:00:00.0	50.47769	17.33375	250.61	208.68	2,426.9	1.6	-1.97	-0.28	0.23	0.23
NYSA	12278M001	2020-07-08 12:30:00.0	50.47769	17.33375	250.61	208.68	2,429.2	1.5	-2.24	-0.13	0.19	0.25
NYSA	12278M001	2020-07-08 13:00:00.0	50.47769	17.33375	250.611	208.681	2,431.6	1.4	-1.69	-0.85	0.18	0.23
NYSA	12278M001	2020-07-08 13:30:00.0	50.47769	17.33375	250.611	208.681	2,427.3	1.7	-1.63	-1.15	0.29	0.31
NYSA	12278M001	2020-07-08 14:00:00.0	50.47769	17.33375	250.612	208.682	2,434.5	1.5	-1.7	-0.24	0.21	0.21
NYSA	12278M001	2020-07-08 14:30:00.0	50.47769	17.33375	250.612	208.682	2,432.2	1.7	-1.44	-0.14	0.25	0.25
NYSA	12278M001	2020-07-08 15:00:00.0	50.47769	17.33375	250.609	208.679	2,435.4	1.4	-1.95	0.09	0.17	0.19
NYSA	12278M001	2020-07-08 15:30:00.0	50.47769	17.33375	250.609	208.679	2,434.9	1.3	-1.36	-0.1	0.15	0.17
NYSA	12278M001	2020-07-08 16:00:00.0	50.47769	17.33375	250.613	208.683	2,433.9	1.3	-1.36	0.08	0.16	0.18
NYSA	12278M001	2020-07-08 16:30:00.0	50.47769	17.33375	250.613	208.683	2,431.2	1.5	-2.28	0.81	0.21	0.25
NYSA	12278M001	2020-07-08 17:00:00.0	50.47769	17.33375	250.611	208.681	2,434.7	1.2	-2.14	0.11	0.16	0.17
NYSA	12278M001	2020-07-08 17:30:00.0	50.47769	17.33375	250.611	208.681	2,431.7	1.1	-1.97	0.27	0.14	0.18
NYSA	12278M001	2020-07-08 18:00:00.0	50.47769	17.33375	250.611	208.681	2,432.5	1.3	-2.92	-0.01	0.16	0.17
NYSA	12278M001	2020-07-08 18:30:00.0	50.47769	17.33375	250.611	208.681	2,432.3	1.3	-3.32	-0.03	0.16	0.18
NYSN	NDNT-NYSN	2020-07-08 08:30:00.0	50.45656	17.34097	241.568	199.566	2,408.8	1.6	-0.27	0.41	0.16	0.24
NYSN	NDNT-NYSN	2020-07-08 09:00:00.0	50.45656	17.34097	241.567	199.565	2,411.1	1.6	-0.56	0.34	0.21	0.21
NYSN	NDNT-NYSN	2020-07-08 09:30:00.0	50.45656	17.34097	241.567	199.565	2,413.1	1.5	-0.73	0.17	0.19	0.2
NYSN	NDNT-NYSN	2020-07-08 10:00:00.0	50.45656	17.34097	241.568	199.566	2,421.2	1.4	-1.13	-0.19	0.15	0.19
NYSN	NDNT-NYSN	2020-07-08 10:30:00.0	50.45656	17.34097	241.568	199.566	2,420.6	1.6	-1.14	0.15	0.21	0.21
NYSN	NDNT-NYSN	2020-07-08 11:00:00.0	50.45656	17.34097	241.576	199.574	2,428.4	1.5	-0.15	-0.61	0.25	0.16
NYSN	NDNT-NYSN	2020-07-08 11:30:00.0	50.45656	17.34097	241.576	199.574	2,427.5	1.8	-0.11	-0.91	0.3	0.25
NYSN	NDNT-NYSN	2020-07-08 12:00:00.0	50.45656	17.34097	241.574	199.572	2,433.2	1.6	-1.38	-0.44	0.22	0.23
NYSN	NDNT-NYSN	2020-07-08 12:30:00.0	50.45656	17.34097	241.574	199.572	2,434.3	1.5	-1.28	-0.07	0.19	0.24
NYSN	NDNT-NYSN	2020-07-08 13:00:00.0	50.45656	17.34097	241.574	199.572	2,433.1	1.4	-1.75	-0.01	0.18	0.23
NYSN	NDNT-NYSN	2020-07-08 13:30:00.0	50.45656	17.34097	241.574	199.572	2,432.9	1.6	-1.94	-0.45	0.29	0.31
NYSN	NDNT-NYSN	2020-07-08 14:00:00.0	50.45656	17.34097	241.577	199.575	2,439.6	1.6	-1.94	0.42	0.25	0.24
NYSN	NDNT-NYSN	2020-07-08 14:30:00.0	50.45656	17.34097	241.577	199.575	2,435	1.8	-1.98	0.54	0.29	0.29
NYSN	NDNT-NYSN	2020-07-08 15:00:00.0	50.45656	17.34097	241.572	199.57	2,441.4	1.5	-2.11	0.31	0.19	0.22
NYSN	NDNT-NYSN	2020-07-08 15:30:00.0	50.45656	17.34097	241.572	199.57	2,440.9	1.4	-1.58	0.49	0.15	0.18
NYSN	NDNT-NYSN	2020-07-08 16:00:00.0	50.45656	17.34097	241.574	199.572	2,434.8	1.3	-1.41	0.56	0.17	0.19
NYSN	NDNT-NYSN	2020-07-08 16:30:00.0	50.45656	17.34097	241.574	199.572	2,435.2	1.5	-1.45	0.88	0.21	0.28
NYSN	NDNT-NYSN	2020-07-08 17:00:00.0	50.45656	17.34097	241.573	199.571	2,438.8	1.2	-1.2	0.18	0.18	0.19
NYSN	NDNT-NYSN	2020-07-08 17:30:00.0	50.45656	17.34097	241.573	199.571	2,440.9	1.3	-1.51	0.35	0.2	0.2
NYSN	NDNT-NYSN	2020-07-08 18:00:00.0	50.45656	17.34097	241.569	199.567	2,442.4	1.4	-2.27	0.46	0.19	0.21
NYSN	NDNT-NYSN	2020-07-08 18:30:00.0	50.45656	17.34097	241.569	199.567	2,439.8	1.3	-2.6	0.79	0.17	0.19
OPLE	12283M001	2020-07-08 08:30:00.0	50.66761	17.91936	225.914	185.463	2,408.6	1.2	-0.5	0.36	0.14	0.16
OPLE	12283M001	2020-07-08 09:00:00.0	50.66761	17.91936	225.907	185.456	2,411.6	1.5	-0.76	-0.33	0.19	0.19
OPLE	12283M001	2020-07-08 09:30:00.0	50.66761	17.91936	225.907	185.456	2,413.4	1.5	-0.64	-0.25	0.19	0.18
OPLE	12283M001	2020-07-08 10:00:00.0	50.66761	17.91936	225.908	185.457	2,418.9	1.4	-1.16	-0.53	0.16	0.18
OPLE	12283M001	2020-07-08 10:30:00.0	50.66761	17.91936	225.908	185.457	2,424.7	1.6	-1.19	-0.46	0.21	0.21
OPLE	12283M001	2020-07-08 11:00:00.0	50.66761	17.91936	225.913	185.462	2,426.5	1.4	-2.13	-0.72	0.23	0.15
OPLE	12283M001	2020-07-08 11:30:00.0	50.66761	17.91936	225.913	185.462	2,424.8	1.8	-1.99	-0.69	0.29	0.22
OPLE	12283M001	2020-07-08 12:00:00.0	50.66761	17.91936	225.911	185.46	2,430.5	1.5	-2.09	0.06	0.21	0.19
OPLE	12283M001	2020-07-08 12:30:00.0	50.66761	17.91936	225.911	185.46	2,432.1	1.4	-1.7	-0.1	0.19	0.22
OPLE	12283M001	2020-07-08 13:00:00.0	50.66761	17.91936	225.912	185.461	2,435.4	1.3	-1.87	-0.06	0.16	0.19
OPLE	12283M001	2020-07-08 13:30:00.0	50.66761	17.91936	225.912	185.461	2,432	1.4	-1.91	-0.31	0.2	0.24
OPLE	12283M001	2020-07-08 14:00:00.0	50.66761	17.91936	225.913	185.462	2,429.4	1.4	-1.5	0.03	0.2	0.2
OPLE	12283M001	2020-07-08 14:30:00.0	50.66761	17.91936	225.913	185.462	2,427.7	1.6	-1.37	0.48	0.25	0.25
OPLE	12283M001	2020-07-08 15:00:00.0	50.66761	17.91936	225.912	185.461	2,439.3	1.4	-1.14	0.08	0.21	0.18
OPLE	12283M001	2020-07-08 15:30:00.0	50.66761	17.91936	225.912	185.461	2,436.9	1.4	-1.21	0.31	0.19	0.16
OPLE	12283M001	2020-07-08 16:00:00.0	50.66761	17.91936	225.913	185.462	2,434.1	1.2	-1.4	0.38	0.16	0.16
OPLE	12283M001	2020-07-08 16:30:00.0	50.66761	17.91936	225.913	185.462	2,433.5	1.4	-1.71	0.41	0.17	0.21
OPLE	12283M001	2020-07-08 17:00:00.0	50.66761	17.91936	225.914	185.463	2,433.8	1.2	-2.39	0.34	0.17	0.19
OPLE	12283M001	2020-07-08 17:30:00.0	50.66761	17.91936	225.914	185.463	2,433.1	1.3	-2.45	0.1	0.21	0.22
OPLE	12283M001	2020-07-08 18:00:00.0	50.66761	17.91936	225.914	185.463	2,432.3	1.4	-2.92	-0.09	0.19	0.19
OPLE	12283M001	2020-07-08 18:30:00.0	50.66761	17.91936	225.914	185.463	2,429.7	1.3	-2.91	-0.12	0.18	0.18
OPNT	12203M003	2020-07-08 08:30:00.0	53.76369	20.51817	171.841	142.072	2,392.5	1.6	-1.06	0.48	0.27	0.24
OPNT	12203M003	2020-07-08 09:00:00.0	53.76369	20.51817	171.847	142.078	2,383.3	1.6	-1.25	-0.01	0.28	0.23
OPNT	12203M003	2020-07-08 09:30:00.0	53.76369	20.51817	171.847	142.078	2,387.9	1.4	-0.22	0.38	0.25	0.22
OPNT	12203M003	2020-07-08 10:00:00.0	53.76369	20.51817	171.845	142.076	2,389	1.1	-0.35	-0.54	0.17	0.19
OPNT	12203M003	2020-07-08 10:30:00.0	53.76369	20.51817	171.845	142.076	2,398.6	1.3	0.5	-0.4	0.16	0.2
OPNT	12203M003	2020-07-08 11:00:00.0	53.76369	20.51817	171.841	142.072	2,396.6	1.6	0.35	0.05	0.25	0.19
OPNT	12203M003	2020-07-08 11:30:00.0	53.76369	20.51817	171.841	142.072	2,392.5	1.8	-0.14	-0.29	0.31	0.26
OPNT	12203M003	2020-07-08 12:00:00.0	53.76369	20.51817	171.842	142.073	2,393.6	1.6	-2.1	0.55	0.24	0.27
OPNT	12203M003	2020-07-08 12:30:00.0	53.76369	20.51817	171.842	142.073	2,394.1	1.7	-2.14	0.98	0.27	0.35
OPNT	12203M003	2020-07-08 13:00:00.0	53.76369	20.51817	171.844	142.075	2,382.8	1.4	-1.2	1.54	0.15	0.3
OPNT	12203M003	2020-07-08 13:30:00.0	53.76369	20.51817	171.844	142.075	2,389.7	2	-0.82	0.84	0.27	0.4
OPNT	12203M003	2020-07-08 14:00:00.0	53.76369	20.51817	171.841	142.072	2,388.7	1.6	0	-0.13	0.28	0.26
OPNT	12203M003	2020-07-08 14:30:00.0	53.76369	20.51817	171.841	142.072	2,387.5	1.6	-0.42	-0.9	0.29	0.3
OPNT	12203M003	2020-07-08 15:00:00.0	53.76369	20.51817	171.838	142.069	2,394.2	1.4	1.38	-0.88	0.2	0.22
OPNT	12203M003	2020-07-08 15:30:00.0	53.76369	20.51817	171.838	142.069	2,395.2	1.6	1.12	-0.62	0.23	0.25
OPNT	12203M003	2020-07-08 16:00:00.0	53.76369	20.51817	171.84	142.071	2,384.6	1.6	0.54	-1.25	0.22	0.23
OPNT	12203M003	2020-07-08 16:30:00.0	53.76369	20.51817	171.84	142.071	2,388.7	1.8	0.74	-1.89	0.28	0.36
OPNT	12203M003	2020-07-08 17:00:00.0	53.76369	20.51817	171.846	142.077	2,398.6	1.5	0.39	-1.29	0.27	0.32
OPNT	12203M003	2020-07-08 17:30:00.0	53.76369	20.51817	171.846	142.077	2,392.7	1.4	0.91	-0.84	0.32	0.34
OPNT	12203M003	2020-07-08 18:00:00.0	53.76369	20.51817	171.855	142.086	2,390.2	1.3	0.44	-0.27	0.21	0.22
OPNT	12203M003	2020-07-08 18:30:00.0	53.76369	20.51817	171.855	142.086	2,392.2	1.2	-0.12	-0.52	0.18	0.17
OSMZ	12285M001	2020-07-08 08:30:00.0	52.80078	21.89169	166.323	137.128	2,390.9	1.2	-0.07	1.61	0.15	0.18
OSMZ	12285M001	2020-07-08 09:00:00.0	52.80078	21.89169	166.328	137.133	2,401.2	1.3	-1.57	1.73	0.19	0.19
OSMZ	12285M001	2020-07-08 09:30:00.0	52.80078	21.89169	166.328	137.133	2,406.3	1.3	-1.31	1.65	0.19	0.19
