ID	DOMES	Date	B	L	Helips	Hnorm	ZTD	mZTD	GradN	GradE	mGradN	mGradE
OST3	NDNT-OSTR	2020-07-08 04:30:00.0	50.94231	21.38969	237.654	202.364	2,372.8	1.1	-0.36	-0.52	0.13	0.21
OST3	NDNT-OSTR	2020-07-08 05:00:00.0	50.94231	21.38969	237.652	202.362	2,374.9	1.1	-0.58	-0.3	0.15	0.17
OST3	NDNT-OSTR	2020-07-08 05:30:00.0	50.94231	21.38969	237.652	202.362	2,376.3	1.3	-1.42	0.21	0.19	0.19
OST3	NDNT-OSTR	2020-07-08 06:00:00.0	50.94231	21.38969	237.654	202.364	2,377.2	1.2	-0.27	-0.64	0.17	0.15
OST3	NDNT-OSTR	2020-07-08 06:30:00.0	50.94231	21.38969	237.654	202.364	2,381.6	1.2	0.02	-0.88	0.16	0.16
OST3	NDNT-OSTR	2020-07-08 07:00:00.0	50.94231	21.38969	237.66	202.37	2,386.9	1	0.11	-0.55	0.12	0.11
OST3	NDNT-OSTR	2020-07-08 07:30:00.0	50.94231	21.38969	237.66	202.37	2,386	1.1	-0.66	-1.18	0.17	0.13
OST3	NDNT-OSTR	2020-07-08 08:00:00.0	50.94231	21.38969	237.653	202.363	2,395.5	1.2	-0.42	0.49	0.17	0.16
PAJE	NDNT-PAJE	2020-07-08 03:30:00.0	51.14675	19.00064	287.438	250.096	2,378.4	1.2	0.3	0.14	0.18	0.18
PAJE	NDNT-PAJE	2020-07-08 04:00:00.0	51.14675	19.00064	287.443	250.101	2,376.2	1	0.3	0.65	0.16	0.16
PAJE	NDNT-PAJE	2020-07-08 04:30:00.0	51.14675	19.00064	287.443	250.101	2,376.5	1.2	-0.72	0.57	0.16	0.26
PAJE	NDNT-PAJE	2020-07-08 05:00:00.0	51.14675	19.00064	287.445	250.103	2,380.1	1	-0.27	-1.65	0.16	0.19
PAJE	NDNT-PAJE	2020-07-08 05:30:00.0	51.14675	19.00064	287.445	250.103	2,374.5	1.2	-0.35	0.75	0.2	0.21
PAJE	NDNT-PAJE	2020-07-08 06:00:00.0	51.14675	19.00064	287.452	250.11	2,382	1.2	-1.2	0.22	0.17	0.16
PAJE	NDNT-PAJE	2020-07-08 06:30:00.0	51.14675	19.00064	287.452	250.11	2,384.3	1.2	-1.41	-0.19	0.19	0.19
PAJE	NDNT-PAJE	2020-07-08 07:00:00.0	51.14675	19.00064	287.461	250.119	2,387.5	1.1	-0.66	-0.2	0.15	0.12
PAJE	NDNT-PAJE	2020-07-08 07:30:00.0	51.14675	19.00064	287.461	250.119	2,388.7	1.3	-0.14	-0.17	0.2	0.19
PAJE	NDNT-PAJE	2020-07-08 08:00:00.0	51.14675	19.00064	287.458	250.116	2,387.6	1.2	-0.14	0.44	0.17	0.18
PES1	MUSE-PES1	2020-07-08 03:30:00.0	50.2915	18.99467	362.274	321.101	2,398.8	2.5	-0.41	-3.37	0.4	0.42
PES1	MUSE-PES1	2020-07-08 04:00:00.0	50.2915	18.99467	362.28	321.107	2,391.7	2.1	-0.17	0.15	0.43	0.38
PES1	MUSE-PES1	2020-07-08 04:30:00.0	50.2915	18.99467	362.28	321.107	2,397.1	2.2	0	0.64	0.48	0.44
PES1	MUSE-PES1	2020-07-08 05:00:00.0	50.2915	18.99467	362.273	321.1	2,390	1.9	0.08	-0.14	0.33	0.36
PES1	MUSE-PES1	2020-07-08 05:30:00.0	50.2915	18.99467	362.273	321.1	2,388.4	2.1	0.86	0.11	0.35	0.45
PES1	MUSE-PES1	2020-07-08 06:00:00.0	50.2915	18.99467	362.277	321.104	2,377.3	1.9	2.67	1.19	0.31	0.38
PES1	MUSE-PES1	2020-07-08 06:30:00.0	50.2915	18.99467	362.277	321.104	2,384.8	2.1	1.87	1.73	0.34	0.43
PES1	MUSE-PES1	2020-07-08 07:00:00.0	50.2915	18.99467	362.282	321.109	2,389.4	2.9	0.83	3	0.42	0.52
PES1	MUSE-PES1	2020-07-08 07:30:00.0	50.2915	18.99467	362.282	321.109	2,388.1	2.7	0.59	2.99	0.44	0.57
PES1	MUSE-PES1	2020-07-08 08:00:00.0	50.2915	18.99467	362.296	321.123	2,406.6	2.3	2.49	-0.42	0.39	0.45
PITR	12287M001	2020-07-08 03:30:00.0	51.40167	19.69094	254.761	219.734	2,376.6	1.1	-0.44	-0.77	0.13	0.15
PITR	12287M001	2020-07-08 04:00:00.0	51.40167	19.69094	254.763	219.736	2,373.2	1	-0.49	-0.57	0.13	0.14
PITR	12287M001	2020-07-08 04:30:00.0	51.40167	19.69094	254.763	219.736	2,378.7	1.1	-0.3	-1.5	0.13	0.22
PITR	12287M001	2020-07-08 05:00:00.0	51.40167	19.69094	254.76	219.733	2,384.8	1	-0.79	-0.12	0.15	0.18
PITR	12287M001	2020-07-08 05:30:00.0	51.40167	19.69094	254.76	219.733	2,378	1.2	-0.57	0.35	0.21	0.21
PITR	12287M001	2020-07-08 06:00:00.0	51.40167	19.69094	254.756	219.729	2,377.4	1.2	-0.91	-0.2	0.17	0.15
PITR	12287M001	2020-07-08 06:30:00.0	51.40167	19.69094	254.756	219.729	2,381.5	1.2	-0.41	0.34	0.16	0.17
PITR	12287M001	2020-07-08 07:00:00.0	51.40167	19.69094	254.761	219.734	2,390.7	1	-0.24	-0.09	0.14	0.14
PITR	12287M001	2020-07-08 07:30:00.0	51.40167	19.69094	254.761	219.734	2,387.4	1.6	-0.16	-0.22	0.24	0.25
PITR	12287M001	2020-07-08 08:00:00.0	51.40167	19.69094	254.76	219.733	2,392.6	1.3	0.2	-0.34	0.19	0.19
POLV	12336M001	2020-07-08 03:30:00.0	49.60261	34.54294	178.411	160.144	2,465.5	1.2	0.19	-1.14	0.13	0.18
POLV	12336M001	2020-07-08 04:00:00.0	49.60261	34.54294	178.41	160.143	2,465.8	1.1	0.94	-2.5	0.12	0.14
POLV	12336M001	2020-07-08 04:30:00.0	49.60261	34.54294	178.41	160.143	2,468.4	1.5	0.76	-1.52	0.17	0.23
POLV	12336M001	2020-07-08 05:00:00.0	49.60261	34.54294	178.407	160.14	2,465.5	2.4	1.3	-1.08	0.31	0.34
POLV	12336M001	2020-07-08 06:00:00.0	49.60261	34.54294	178.414	160.147	2,465.4	2	0.24	-1.56	0.26	0.28
POLV	12336M001	2020-07-08 06:30:00.0	49.60261	34.54294	178.414	160.147	2,472	1.9	0.18	-2	0.26	0.22
POLV	12336M001	2020-07-08 07:00:00.0	49.60261	34.54294	178.411	160.144	2,477.1	1.4	-1.09	-2.47	0.15	0.17
POLV	12336M001	2020-07-08 07:30:00.0	49.60261	34.54294	178.411	160.144	2,494	1.5	-1.36	-1.94	0.18	0.2
POLV	12336M001	2020-07-08 08:00:00.0	49.60261	34.54294	178.426	160.159	2,490.1	1.4	-0.25	-1.64	0.18	0.2
POZN	12206M001	2020-07-08 03:30:00.0	52.43006	16.93494	171.563	136.76	2,406.6	1	-1.6	-0.36	0.13	0.15
POZN	12206M001	2020-07-08 04:00:00.0	52.43006	16.93494	171.561	136.758	2,406.3	1.1	-1.57	-0.59	0.14	0.15
POZN	12206M001	2020-07-08 04:30:00.0	52.43006	16.93494	171.561	136.758	2,402.2	1.2	-1.58	-0.79	0.15	0.23
POZN	12206M001	2020-07-08 05:00:00.0	52.43006	16.93494	171.562	136.759	2,407	1.1	-2.16	-0.16	0.14	0.16
POZN	12206M001	2020-07-08 05:30:00.0	52.43006	16.93494	171.562	136.759	2,402	1.3	-2.7	0.01	0.18	0.17
POZN	12206M001	2020-07-08 06:00:00.0	52.43006	16.93494	171.562	136.759	2,399.4	1.3	-2.09	-0.52	0.17	0.15
POZN	12206M001	2020-07-08 06:30:00.0	52.43006	16.93494	171.562	136.759	2,399.2	1.3	-1.97	-0.7	0.17	0.17
POZN	12206M001	2020-07-08 07:00:00.0	52.43006	16.93494	171.557	136.754	2,400.3	1.1	-1.67	-0.12	0.13	0.12
POZN	12206M001	2020-07-08 07:30:00.0	52.43006	16.93494	171.557	136.754	2,399.2	1.2	-1.73	-0.52	0.16	0.16
POZN	12206M001	2020-07-08 08:00:00.0	52.43006	16.93494	171.555	136.752	2,401.5	1.1	-1.95	-0.26	0.15	0.16
PPIL	12286M001	2020-07-08 03:30:00.0	53.15697	16.73828	121.744	88.198	2,417.4	0.9	-1.11	0.7	0.09	0.1
PPIL	12286M001	2020-07-08 04:00:00.0	53.15697	16.73828	121.741	88.195	2,408.9	1	-0.98	-0.06	0.13	0.14
PPIL	12286M001	2020-07-08 04:30:00.0	53.15697	16.73828	121.741	88.195	2,409.7	1.2	-1.28	-0.45	0.14	0.21
PPIL	12286M001	2020-07-08 05:00:00.0	53.15697	16.73828	121.741	88.195	2,403.1	0.9	-1.29	0.64	0.11	0.13
PPIL	12286M001	2020-07-08 05:30:00.0	53.15697	16.73828	121.741	88.195	2,393.5	1.1	-0.92	0.91	0.14	0.14
PPIL	12286M001	2020-07-08 06:00:00.0	53.15697	16.73828	121.741	88.195	2,392.3	1.2	-1.3	0.26	0.17	0.16
PPIL	12286M001	2020-07-08 06:30:00.0	53.15697	16.73828	121.741	88.195	2,395.5	1.3	-1.64	0.41	0.16	0.17
PPIL	12286M001	2020-07-08 07:00:00.0	53.15697	16.73828	121.74	88.194	2,398.1	1.1	-1.89	0.25	0.14	0.13
PPIL	12286M001	2020-07-08 07:30:00.0	53.15697	16.73828	121.74	88.194	2,399.1	1.2	-2.07	-0.1	0.16	0.15
PPIL	12286M001	2020-07-08 08:00:00.0	53.15697	16.73828	121.738	88.192	2,394.7	1	-1.24	0.09	0.13	0.13
PROS	12233M001	2020-07-08 03:30:00.0	50.19175	20.2885	279.906	241.106	2,368.4	1	-0.57	-0.83	0.13	0.13
PROS	12233M001	2020-07-08 04:00:00.0	50.19175	20.2885	279.914	241.114	2,372.4	1	-0.38	-0.75	0.12	0.13
PROS	12233M001	2020-07-08 04:30:00.0	50.19175	20.2885	279.914	241.114	2,373.6	1.1	-0.56	-0.31	0.14	0.22
PROS	12233M001	2020-07-08 05:00:00.0	50.19175	20.2885	279.913	241.113	2,376.1	1.1	-0.71	0.19	0.15	0.16
PROS	12233M001	2020-07-08 05:30:00.0	50.19175	20.2885	279.913	241.113	2,379.8	1.3	-1.39	-0.46	0.19	0.17
PROS	12233M001	2020-07-08 06:00:00.0	50.19175	20.2885	279.918	241.118	2,383.3	1.3	-1.45	-0.54	0.19	0.17
PROS	12233M001	2020-07-08 06:30:00.0	50.19175	20.2885	279.918	241.118	2,380	1.4	-0.29	-0.43	0.19	0.21
PROS	12233M001	2020-07-08 07:00:00.0	50.19175	20.2885	279.928	241.128	2,381.4	1.2	0.11	0.06	0.16	0.17
PROS	12233M001	2020-07-08 07:30:00.0	50.19175	20.2885	279.928	241.128	2,376.5	1.5	0.18	0.05	0.23	0.22
PROS	12233M001	2020-07-08 08:00:00.0	50.19175	20.2885	279.926	241.126	2,381.2	1.6	1.08	-0.43	0.22	0.24
RACI	NDNT-RACI	2020-07-08 03:30:00.0	50.07761	18.21494	242.639	200.437	2,398.6	1.3	-0.13	-0.77	0.18	0.18
RACI	NDNT-RACI	2020-07-08 04:00:00.0	50.07761	18.21494	242.64	200.438	2,396	1.2	-0.77	0.75	0.14	0.17
RACI	NDNT-RACI	2020-07-08 04:30:00.0	50.07761	18.21494	242.64	200.438	2,398	1.2	-0.99	0.73	0.15	0.24
RACI	NDNT-RACI	2020-07-08 05:00:00.0	50.07761	18.21494	242.636	200.434	2,401.2	1.1	-0.18	-0.33	0.15	0.17
RACI	NDNT-RACI	2020-07-08 05:30:00.0	50.07761	18.21494	242.636	200.434	2,398.3	1.3	-0.39	0.19	0.19	0.18
RACI	NDNT-RACI	2020-07-08 06:00:00.0	50.07761	18.21494	242.638	200.436	2,394.7	1.4	0.98	-0.5	0.2	0.19
RACI	NDNT-RACI	2020-07-08 06:30:00.0	50.07761	18.21494	242.638	200.436	2,401.3	1.4	0.76	-0.46	0.2	0.21
RACI	NDNT-RACI	2020-07-08 07:00:00.0	50.07761	18.21494	242.638	200.436	2,408.6	1.2	-0.33	-0.09	0.14	0.14
RACI	NDNT-RACI	2020-07-08 07:30:00.0	50.07761	18.21494	242.638	200.436	2,409.8	1.4	-0.53	0.03	0.19	0.18
RACI	NDNT-RACI	2020-07-08 08:00:00.0	50.07761	18.21494	242.644	200.442	2,409.9	1.3	-0.23	0.57	0.17	0.17
REDZ	12227M001	2020-07-08 03:30:00.0	54.47239	17.11753	108.28	76.794	2,407.9	1	-0.33	0.54	0.12	0.14
REDZ	12227M001	2020-07-08 04:00:00.0	54.47239	17.11753	108.273	76.787	2,408.2	1.1	0.16	0.41	0.16	0.16
REDZ	12227M001	2020-07-08 04:30:00.0	54.47239	17.11753	108.273	76.787	2,409.4	1.5	0.2	0.04	0.22	0.27
REDZ	12227M001	2020-07-08 05:00:00.0	54.47239	17.11753	108.28	76.794	2,404.3	1.2	-1.04	-0.86	0.16	0.19
REDZ	12227M001	2020-07-08 05:30:00.0	54.47239	17.11753	108.28	76.794	2,405.8	1.3	-0.75	-0.38	0.2	0.22
REDZ	12227M001	2020-07-08 06:00:00.0	54.47239	17.11753	108.281	76.795	2,395.8	1.3	-0.2	0.82	0.17	0.17
REDZ	12227M001	2020-07-08 06:30:00.0	54.47239	17.11753	108.281	76.795	2,405.8	1.4	0.59	0.09	0.19	0.19
REDZ	12227M001	2020-07-08 07:00:00.0	54.47239	17.11753	108.284	76.798	2,397	1.5	0.55	0.35	0.25	0.22
REDZ	12227M001	2020-07-08 08:00:00.0	54.47239	17.11753	108.286	76.8	2,390.8	1.6	-0.57	1.43	0.25	0.22
RES1	MUSE-RES1	2020-07-08 03:30:00.0	50.06244	18.46686	350.391	308.301	2,368	1.3	0.11	-0.29	0.19	0.23
RES1	MUSE-RES1	2020-07-08 04:00:00.0	50.06244	18.46686	350.393	308.303	2,363.7	1.1	-0.33	0.73	0.15	0.17
RES1	MUSE-RES1	2020-07-08 04:30:00.0	50.06244	18.46686	350.393	308.303	2,363.4	1.4	0.02	0.12	0.22	0.26
RES1	MUSE-RES1	2020-07-08 05:00:00.0	50.06244	18.46686	350.393	308.303	2,363.3	1.1	-1.05	0.45	0.16	0.19
RES1	MUSE-RES1	2020-07-08 05:30:00.0	50.06244	18.46686	350.393	308.303	2,365.1	1.3	-1.41	-0.41	0.22	0.23
RES1	MUSE-RES1	2020-07-08 06:00:00.0	50.06244	18.46686	350.389	308.299	2,360.7	1.5	-1.33	-0.92	0.22	0.23
RES1	MUSE-RES1	2020-07-08 06:30:00.0	50.06244	18.46686	350.389	308.299	2,363.3	1.5	-1.26	-1.41	0.22	0.23
RES1	MUSE-RES1	2020-07-08 07:00:00.0	50.06244	18.46686	350.385	308.295	2,372.6	1.2	-0.29	-0.44	0.16	0.15
RES1	MUSE-RES1	2020-07-08 07:30:00.0	50.06244	18.46686	350.385	308.295	2,372.9	1.6	-0.48	0.17	0.23	0.21
RES1	MUSE-RES1	2020-07-08 08:00:00.0	50.06244	18.46686	350.386	308.296	2,369	1.5	0.23	-0.1	0.24	0.2
RIGA	12302M002	2020-07-08 03:30:00.0	56.94861	24.05878	34.804	14.197	2,400.9	1.4	-0.31	-0.71	0.18	0.21
RIGA	12302M002	2020-07-08 04:00:00.0	56.94861	24.05878	34.806	14.199	2,402	1.2	-0.77	-0.41	0.16	0.16
RIGA	12302M002	2020-07-08 04:30:00.0	56.94861	24.05878	34.806	14.199	2,397.8	1.6	-0.75	-0.54	0.23	0.25
RIGA	12302M002	2020-07-08 05:00:00.0	56.94861	24.05878	34.81	14.203	2,398.7	1.6	-0.44	-0.07	0.21	0.22
RIGA	12302M002	2020-07-08 05:30:00.0	56.94861	24.05878	34.81	14.203	2,403.9	1.6	-0.21	-0.03	0.23	0.22
RIGA	12302M002	2020-07-08 06:00:00.0	56.94861	24.05878	34.817	14.21	2,404.6	1.4	-0.58	-0.48	0.19	0.18
RIGA	12302M002	2020-07-08 06:30:00.0	56.94861	24.05878	34.817	14.21	2,406.6	1.5	-0.86	-0.37	0.22	0.21
RIGA	12302M002	2020-07-08 07:00:00.0	56.94861	24.05878	34.803	14.196	2,412.2	1.1	-1.07	-0.92	0.19	0.13
RIGA	12302M002	2020-07-08 07:30:00.0	56.94861	24.05878	34.803	14.196	2,420.8	1.3	-0.99	-1.86	0.19	0.2
RIGA	12302M002	2020-07-08 08:00:00.0	56.94861	24.05878	34.806	14.199	2,427.3	1.5	-0.76	-0.33	0.2	0.2
RWM1	12281M002	2020-07-08 03:30:00.0	51.76431	20.25047	187.969	154.624	2,391.1	1	-1.08	-0.65	0.13	0.14
RWM1	12281M002	2020-07-08 04:00:00.0	51.76431	20.25047	187.971	154.626	2,387.7	1	-0.77	-0.25	0.14	0.14
RWM1	12281M002	2020-07-08 04:30:00.0	51.76431	20.25047	187.971	154.626	2,385.8	1.1	-0.98	-1.2	0.15	0.25
RWM1	12281M002	2020-07-08 05:00:00.0	51.76431	20.25047	187.973	154.628	2,395.3	1	-1.4	-0.55	0.15	0.18
RWM1	12281M002	2020-07-08 05:30:00.0	51.76431	20.25047	187.973	154.628	2,399.5	1.2	-1.08	-0.7	0.2	0.21
RWM1	12281M002	2020-07-08 06:00:00.0	51.76431	20.25047	187.971	154.626	2,399.3	1.1	-0.75	-0.77	0.17	0.15
RWM1	12281M002	2020-07-08 06:30:00.0	51.76431	20.25047	187.971	154.626	2,393.9	1.2	-0.95	-0.61	0.15	0.16
RWM1	12281M002	2020-07-08 07:00:00.0	51.76431	20.25047	187.964	154.619	2,405.1	1	-0.81	-0.09	0.12	0.1
RWM1	12281M002	2020-07-08 07:30:00.0	51.76431	20.25047	187.964	154.619	2,407.8	1.1	-0.93	0.33	0.17	0.15
RWM1	12281M002	2020-07-08 08:00:00.0	51.76431	20.25047	187.965	154.62	2,408.7	1.2	-1.2	-0.34	0.17	0.17
RYKI	12282M001	2020-07-08 03:30:00.0	51.62447	21.92722	204.081	171.948	2,376.2	1	-0.44	-0.44	0.15	0.14
RYKI	12282M001	2020-07-08 04:00:00.0	51.62447	21.92722	204.076	171.943	2,376.7	1.1	-1.18	-1.41	0.13	0.15
RYKI	12282M001	2020-07-08 04:30:00.0	51.62447	21.92722	204.076	171.943	2,375.7	1.3	-1.11	-1.91	0.18	0.26
RYKI	12282M001	2020-07-08 05:00:00.0	51.62447	21.92722	204.082	171.949	2,380.7	1.3	-1.59	-1.71	0.2	0.2
RYKI	12282M001	2020-07-08 05:30:00.0	51.62447	21.92722	204.082	171.949	2,381.2	1.4	-1.61	-1.2	0.22	0.21
RYKI	12282M001	2020-07-08 06:00:00.0	51.62447	21.92722	204.079	171.946	2,381.1	1.3	-0.07	-0.97	0.19	0.16
RYKI	12282M001	2020-07-08 06:30:00.0	51.62447	21.92722	204.079	171.946	2,380.5	1.3	-0.32	-1.42	0.2	0.18
RYKI	12282M001	2020-07-08 07:00:00.0	51.62447	21.92722	204.082	171.949	2,386.3	1	-0.71	-0.28	0.17	0.12
RYKI	12282M001	2020-07-08 07:30:00.0	51.62447	21.92722	204.082	171.949	2,400.4	1.2	-0.4	0.04	0.21	0.16
RYKI	12282M001	2020-07-08 08:00:00.0	51.62447	21.92722	204.091	171.958	2,406.6	1.2	-1.06	-0.69	0.19	0.18
RYMA	NDNT-RYMA	2020-07-08 03:30:00.0	49.57553	21.86561	399.436	362.758	2,320.1	1	0.12	-0.65	0.11	0.11
RYMA	NDNT-RYMA	2020-07-08 04:00:00.0	49.57553	21.86561	399.44	362.762	2,322.8	1.2	0.12	-0.33	0.15	0.17
RYMA	NDNT-RYMA	2020-07-08 04:30:00.0	49.57553	21.86561	399.44	362.762	2,325.2	1.4	-0.27	-0.12	0.17	0.26
RYMA	NDNT-RYMA	2020-07-08 05:00:00.0	49.57553	21.86561	399.439	362.761	2,323	1.2	-0.85	0.53	0.15	0.17
RYMA	NDNT-RYMA	2020-07-08 05:30:00.0	49.57553	21.86561	399.439	362.761	2,328.1	1.4	-1.28	0	0.19	0.18
RYMA	NDNT-RYMA	2020-07-08 06:00:00.0	49.57553	21.86561	399.442	362.764	2,327.8	1.2	-0.69	-0.33	0.17	0.14
RYMA	NDNT-RYMA	2020-07-08 06:30:00.0	49.57553	21.86561	399.442	362.764	2,330.7	1.3	0.06	0.39	0.16	0.17
RYMA	NDNT-RYMA	2020-07-08 07:00:00.0	49.57553	21.86561	399.449	362.771	2,334.3	1	-0.22	0.21	0.12	0.1
RYMA	NDNT-RYMA	2020-07-08 07:30:00.0	49.57553	21.86561	399.449	362.771	2,338.4	1.2	-1.29	0.65	0.17	0.14
RYMA	NDNT-RYMA	2020-07-08 08:00:00.0	49.57553	21.86561	399.451	362.773	2,337.3	1.2	-1.04	1.73	0.17	0.16
SIDZ	12288M001	2020-07-08 03:30:00.0	51.573	18.71758	190.025	154.414	2,402.6	1.3	-0.91	-0.23	0.2	0.2
SIDZ	12288M001	2020-07-08 04:00:00.0	51.573	18.71758	190.022	154.411	2,406.5	1	-0.38	-0.57	0.15	0.16
SIDZ	12288M001	2020-07-08 04:30:00.0	51.573	18.71758	190.022	154.411	2,405.1	1.2	-0.3	-0.6	0.19	0.26
SIDZ	12288M001	2020-07-08 05:00:00.0	51.573	18.71758	190.019	154.408	2,407.3	1.3	-0.84	-0.29	0.21	0.26
SIDZ	12288M001	2020-07-08 05:30:00.0	51.573	18.71758	190.019	154.408	2,409.8	1.6	-0.68	-0.78	0.28	0.32
SIDZ	12288M001	2020-07-08 06:00:00.0	51.573	18.71758	190.02	154.409	2,412.2	1.2	-1.2	-0.46	0.18	0.17
SIDZ	12288M001	2020-07-08 06:30:00.0	51.573	18.71758	190.02	154.409	2,414	1.2	-1.12	-0.86	0.16	0.17
SIDZ	12288M001	2020-07-08 07:00:00.0	51.573	18.71758	190.024	154.413	2,412.9	1.2	-0.66	-0.64	0.17	0.15
SIDZ	12288M001	2020-07-08 07:30:00.0	51.573	18.71758	190.024	154.413	2,412.1	1.3	-0.56	-0.02	0.21	0.2
SIDZ	12288M001	2020-07-08 08:00:00.0	51.573	18.71758	190.024	154.413	2,414.8	1.2	-0.77	-0.39	0.18	0.18
SIED	12289M001	2020-07-08 03:30:00.0	52.15744	22.29422	201.984	172.464	2,369.4	1	-0.81	-1.49	0.13	0.17
SIED	12289M001	2020-07-08 04:00:00.0	52.15744	22.29422	201.991	172.471	2,370.8	1	-0.07	-0.13	0.14	0.14
SIED	12289M001	2020-07-08 04:30:00.0	52.15744	22.29422	201.991	172.471	2,371	1.2	0.27	-0.61	0.15	0.24
SIED	12289M001	2020-07-08 05:00:00.0	52.15744	22.29422	201.994	172.474	2,372.6	1.1	-0.44	-0.07	0.16	0.18
SIED	12289M001	2020-07-08 05:30:00.0	52.15744	22.29422	201.994	172.474	2,366.9	1.2	-0.85	-0.7	0.2	0.2
SIED	12289M001	2020-07-08 06:00:00.0	52.15744	22.29422	201.991	172.471	2,371.3	1.2	-1.3	-0.93	0.18	0.15
SIED	12289M001	2020-07-08 06:30:00.0	52.15744	22.29422	201.991	172.471	2,374.9	1.3	-0.44	-1.47	0.2	0.18
SIED	12289M001	2020-07-08 07:00:00.0	52.15744	22.29422	201.992	172.472	2,385.3	1	-0.95	-0.78	0.15	0.11
SIED	12289M001	2020-07-08 07:30:00.0	52.15744	22.29422	201.992	172.472	2,391.9	1.1	-0.16	-0.61	0.16	0.15
SIED	12289M001	2020-07-08 08:00:00.0	52.15744	22.29422	201.996	172.476	2,392.7	1.2	-0.49	0.03	0.17	0.16
SIPC	12290M001	2020-07-08 03:30:00.0	52.85697	19.66269	163.167	132.561	2,396.1	0.8	-1.12	-0.77	0.09	0.1
SIPC	12290M001	2020-07-08 04:00:00.0	52.85697	19.66269	163.165	132.559	2,397	0.8	-1.33	-0.23	0.1	0.1
SIPC	12290M001	2020-07-08 04:30:00.0	52.85697	19.66269	163.165	132.559	2,403.3	1	-0.6	-0.56	0.11	0.18
SIPC	12290M001	2020-07-08 05:00:00.0	52.85697	19.66269	163.162	132.556	2,408.4	1	-0.87	-0.41	0.15	0.17
SIPC	12290M001	2020-07-08 05:30:00.0	52.85697	19.66269	163.162	132.556	2,411.3	1.3	-1.49	-0.02	0.21	0.19
SIPC	12290M001	2020-07-08 06:00:00.0	52.85697	19.66269	163.165	132.559	2,403.4	1.6	-1.31	0.04	0.24	0.23
SIPC	12290M001	2020-07-08 06:30:00.0	52.85697	19.66269	163.165	132.559	2,393.1	1.4	-1.55	-0.16	0.21	0.22
SIPC	12290M001	2020-07-08 07:00:00.0	52.85697	19.66269	163.161	132.555	2,400.8	1	-0.74	0.27	0.15	0.11
SIPC	12290M001	2020-07-08 07:30:00.0	52.85697	19.66269	163.161	132.555	2,398.6	1.1	-0.88	0.56	0.17	0.16
SIPC	12290M001	2020-07-08 08:00:00.0	52.85697	19.66269	163.154	132.548	2,386.4	1.2	-1.39	1.7	0.17	0.17
SMID	10114M001	2020-07-08 04:00:00.0	55.64064	9.55931	122.819	82.563	2,377.2	1.9	-0.45	-0.27	0.33	0.3
SMID	10114M001	2020-07-08 04:30:00.0	55.64064	9.55931	122.819	82.563	2,377.5	2	-0.46	-0.25	0.3	0.35
SMLA	15503M001	2020-07-08 03:30:00.0	49.20164	31.86631	183.071	159.579	2,481.1	1.1	-0.14	1.28	0.12	0.15
SMLA	15503M001	2020-07-08 04:00:00.0	49.20164	31.86631	183.076	159.584	2,477.2	1	0.33	0.66	0.11	0.12
SMLA	15503M001	2020-07-08 04:30:00.0	49.20164	31.86631	183.076	159.584	2,473.6	1.3	0.51	1.29	0.16	0.19
SMLA	15503M001	2020-07-08 05:00:00.0	49.20164	31.86631	183.081	159.589	2,473.9	1.2	0.28	2.68	0.15	0.17
SMLA	15503M001	2020-07-08 05:30:00.0	49.20164	31.86631	183.081	159.589	2,467.8	1.4	-0.34	2.56	0.2	0.19
SMLA	15503M001	2020-07-08 06:00:00.0	49.20164	31.86631	183.09	159.598	2,454.7	1.5	0.09	1.51	0.18	0.16
SMLA	15503M001	2020-07-08 06:30:00.0	49.20164	31.86631	183.09	159.598	2,448.1	1.4	0.42	2.34	0.19	0.15
SMLA	15503M001	2020-07-08 07:00:00.0	49.20164	31.86631	183.069	159.577	2,449.6	1.1	1.58	0.76	0.12	0.12
SMLA	15503M001	2020-07-08 07:30:00.0	49.20164	31.86631	183.069	159.577	2,433.8	1.3	2.82	-0.68	0.16	0.16
SMLA	15503M001	2020-07-08 08:00:00.0	49.20164	31.86631	183.064	159.572	2,424.4	1.3	0.96	-0.98	0.17	0.17
SOKL	12292M001	2020-07-08 03:30:00.0	53.40856	23.49575	222.224	194.353	2,357.5	1.2	-0.68	-0.61	0.17	0.2
SOKL	12292M001	2020-07-08 04:00:00.0	53.40856	23.49575	222.218	194.347	2,357	1.1	-1.7	-0.1	0.15	0.16
SOKL	12292M001	2020-07-08 04:30:00.0	53.40856	23.49575	222.218	194.347	2,359.4	1.4	-0.89	-0.09	0.21	0.27
SOKL	12292M001	2020-07-08 05:00:00.0	53.40856	23.49575	222.217	194.346	2,364.6	1.1	-1.43	0.33	0.18	0.2
SOKL	12292M001	2020-07-08 05:30:00.0	53.40856	23.49575	222.217	194.346	2,365.3	1.3	-1.27	1.02	0.22	0.24
SOKL	12292M001	2020-07-08 06:00:00.0	53.40856	23.49575	222.214	194.343	2,361.2	1.2	-0.47	0.28	0.18	0.17
SOKL	12292M001	2020-07-08 06:30:00.0	53.40856	23.49575	222.214	194.343	2,362.9	1.3	-0.22	0.69	0.18	0.18
SOKL	12292M001	2020-07-08 07:00:00.0	53.40856	23.49575	222.209	194.338	2,367.3	1.1	-0.54	0.07	0.19	0.15
SOKL	12292M001	2020-07-08 07:30:00.0	53.40856	23.49575	222.209	194.338	2,370	1.2	-0.85	-0.06	0.2	0.19
